Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,YES,Wed Sep 04 08:35:15 EDT 2019,APassClientModel.java,1567600515066,81249,0,(I)1(R)2(I)14(N)1(I)1(N)1,0.8,0.0,10.0,0.0,0.0,0.0,0.24691358024691357,0.024691358024691357,0.0,0.0,0.0,0.024691358024691357,0.19753086419753085,0.0,[]
2,NO,Wed Sep 04 08:36:36 EDT 2019,APassClientModel.java,1567600596381,31408,0,(I)3(F)2(I)4(R)2(I)3(F)2(I)2(R)2,0.6,0.0,0.0,20.0,0.0,0.0,0.6451612903225806,0.0,0.0,0.12903225806451613,0.0,0.12903225806451613,0.3870967741935484,0.0,[]
3,NO,Wed Sep 04 08:37:10 EDT 2019,APassClientModel.java,1567600630054,24102,0,(I)6(R)2(I)1(F)2(R)1(I)3(R)2(I)6,0.6956521739130435,0.0,0.0,8.695652173913043,0.0,0.0,0.9583333333333334,0.0,0.0,0.08333333333333333,0.0,0.20833333333333334,0.6666666666666666,0.0,[]
4,NO,Wed Sep 04 08:37:34 EDT 2019,APassClientModel.java,1567600654784,127277,0,(I)9(R)2(I)5(F)2(N)1(I)1(F)1,0.7142857142857143,0.0,4.761904761904762,14.285714285714285,0.0,0.0,0.16535433070866143,0.007874015748031496,0.0,0.023622047244094488,0.0,0.015748031496062992,0.11811023622047244,1.0,[]
5,NO,Wed Sep 04 08:39:45 EDT 2019,AnAbstractServerPassModel.java,1567600785056,213268,0,(F)1(I)1(N)1(I)2(F)2(N)1(I)4(R)2(I)5(F)2(R)1,0.5454545454545454,0.0,9.090909090909092,22.727272727272727,0.0,0.0,0.10328638497652583,0.009389671361502348,0.0,0.023474178403755867,0.0,0.014084507042253521,0.056338028169014086,0.0,[]
,NO,Wed Sep 04 08:39:45 EDT 2019,AnAbstractServerPassModel.java, 1567600785056
6,NO,Wed Sep 04 08:43:18 EDT 2019,APassClientModel.java,1567600998326,41956,0,(I)7(F)2(N)1(I)1(N)1(I)5(N)1(I)4,0.7727272727272727,0.0,13.636363636363635,9.090909090909092,0.0,0.0,0.5365853658536586,0.07317073170731707,0.0,0.04878048780487805,0.0,0.0,0.4146341463414634,0.0,[]
7,YES,Wed Sep 04 08:44:02 EDT 2019,APassServer.java,1567601042062,31329,0,(N)1(I)6(R)2(I)4(R)2(I)3,0.7222222222222222,0.0,5.555555555555555,0.0,0.0,0.0,0.5806451612903226,0.03225806451612903,0.0,0.0,0.0,0.12903225806451613,0.41935483870967744,0.0,[]
8,NO,Wed Sep 04 08:44:33 EDT 2019,APassServer.java,1567601073475,183877,0,(N)1(I)2(F)2(I)4(R)2(I)5(R)1(I R)1(I)2,0.7,0.0,5.0,10.0,0.0,0.0,0.1092896174863388,0.00546448087431694,0.0,0.01092896174863388,0.0,0.02185792349726776,0.07650273224043716,0.0,[]
9,YES,Wed Sep 04 08:47:37 EDT 2019,APassServer.java,1567601257622,53457,0,(I)1(R)1(I R)1(I)4(R)2(I)6(R)2(I)8,0.8,0.0,0.0,0.0,0.0,0.0,0.4716981132075472,0.0,0.0,0.0,0.0,0.11320754716981132,0.37735849056603776,0.0,[]
10,YES,Wed Sep 04 08:48:35 EDT 2019,AnAbstractServerPassModel.java,1567601315196,64690,0,(R)2(I)2(N)1(I)5(R)2(N)1(I)5(R)1(N)1(I)2,0.6363636363636364,0.0,13.636363636363635,0.0,0.0,0.0,0.34375,0.046875,0.0,0.0,0.0,0.078125,0.21875,0.0,[]
,NO,Wed Sep 04 08:48:35 EDT 2019,AnAbstractServerPassModel.java, 1567601315196
11,YES,Wed Sep 04 08:49:40 EDT 2019,APassServer.java,1567601380536,43149,0,(I)3(R)2(I)2(R)2(I)11(N)1(I)2,0.782608695652174,0.0,4.3478260869565215,0.0,0.0,0.0,0.5348837209302325,0.023255813953488372,0.0,0.0,0.0,0.09302325581395349,0.4186046511627907,0.0,[]
12,YES,Wed Sep 04 08:50:24 EDT 2019,APassServer.java,1567601424186,41002,0,(I)15(R)2(I)4(R)1,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.5365853658536586,0.0,0.0,0.0,0.0,0.07317073170731707,0.4634146341463415,0.0,[]
13,YES,Wed Sep 04 08:51:08 EDT 2019,AnAbstractServerPassModel.java,1567601468834,54115,0,(I)1(R)1(I R)1(I)2(N)1(I)4(R)1(I)1(N)1(I)4(N)1(I)6,0.7916666666666666,0.0,12.5,0.0,0.0,0.0,0.4444444444444444,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.35185185185185186,0.0,[]
14,YES,Wed Sep 04 08:52:02 EDT 2019,PassServer.java,1567601522953,35245,0,(I)2(R)2(I)9(N)1(I)5,0.8421052631578947,0.0,5.263157894736842,0.0,0.0,0.0,0.5428571428571428,0.02857142857142857,0.0,0.0,0.0,0.05714285714285714,0.45714285714285713,0.0,[]
15,NO,Wed Sep 04 08:52:42 EDT 2019,APassClient.java,1567601562152,30451,0,(I)3(R)1(I)4(F)2(I)1(N)1(I)6(R)2,0.7,0.0,5.0,10.0,0.0,0.0,0.6666666666666666,0.03333333333333333,0.0,0.06666666666666667,0.0,0.1,0.4666666666666667,0.0,[]
,YES,Wed Sep 04 08:52:42 EDT 2019,APassClient.java, 1567601562152
16,YES,Wed Sep 04 08:53:13 EDT 2019,AnAbstractServerPassModel.java,1567601593296,41729,0,(I)3(R)2(I)3(N)1(I)2(N)1(I)5,0.7647058823529411,0.0,11.76470588235294,0.0,0.0,0.0,0.4146341463414634,0.04878048780487805,0.0,0.0,0.0,0.04878048780487805,0.3170731707317073,0.0,[]
17,YES,Wed Sep 04 08:53:59 EDT 2019,AnAbstractServerPassModel.java,1567601639510,23251,0,(R)2(I)8(R)2(I)8,0.8,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.17391304347826086,0.6956521739130435,0.0,[]
18,NO,Wed Sep 04 08:54:23 EDT 2019,AnAbstractServerPassModel.java,1567601663279,31553,0,(R)2(I)2(R)2(I)4(F)2(I)7(F)2,0.6190476190476191,0.0,0.0,19.047619047619047,0.0,0.0,0.6774193548387096,0.0,0.0,0.12903225806451613,0.0,0.12903225806451613,0.41935483870967744,0.0,[]
19,YES,Wed Sep 04 08:54:54 EDT 2019,AnAbstractServerPassModel.java,1567601694879,33308,0,(I)2(R)2(I)18(R)1,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.696969696969697,0.0,0.0,0.0,0.0,0.09090909090909091,0.6060606060606061,0.0,[]
20,NO,Wed Sep 04 08:55:28 EDT 2019,ARegularPassModel.java,1567601728191,60816,0,(R)1(I)1(R)2(I)2(F)2(N)1(I)5(F)2(I)4,0.6,0.0,5.0,20.0,0.0,0.0,0.3333333333333333,0.016666666666666666,0.0,0.06666666666666667,0.0,0.05,0.2,0.0,[]
,NO,Wed Sep 04 08:55:28 EDT 2019,ARegularPassModel.java, 1567601728191
21,NO,Wed Sep 04 08:56:29 EDT 2019,AServerPassModel.java,1567601789011,30671,0,(I)1(N)1(I)3(N)1(I)1(N)1(I)2(F)2(I)3(R)1(I)3(R)1(I R)1,0.6666666666666666,0.0,14.285714285714285,9.523809523809524,0.0,0.0,0.7,0.1,0.0,0.06666666666666667,0.0,0.1,0.4666666666666667,0.0,[]
22,NO,Wed Sep 04 08:57:00 EDT 2019,RegularPassMain.java,1567601820625,289970,0,(F)2(I)1(F)2(I)2(F)2(I)1(N)1(I)9,0.65,0.0,5.0,30.0,0.0,0.0,0.06920415224913495,0.0034602076124567475,0.0,0.020761245674740483,0.0,0.0,0.04498269896193772,3.0,[]
23,NO,Wed Sep 04 09:01:50 EDT 2019,RegularPassMain.java,1567602110596,56882,0,(I)1(F)2(N)1(I)16(R)1,0.8095238095238095,0.0,4.761904761904762,9.523809523809524,0.0,0.0,0.375,0.017857142857142856,0.0,0.03571428571428571,0.0,0.017857142857142856,0.30357142857142855,0.0,[]
24,NO,Wed Sep 04 09:02:47 EDT 2019,RegularPassMain.java,1567602167484,16027,0,(I)5(R)2(I)3(R)2(I)5(F)2(I)2,0.7142857142857143,0.0,0.0,9.523809523809524,0.0,0.0,1.3125,0.0,0.0,0.125,0.0,0.25,0.9375,0.0,[]
25,NO,Wed Sep 04 09:03:03 EDT 2019,AnAbstractServerPassModel.java,1567602183573,37312,0,(I)8(F)2(I)4(N)1(I)6,0.8571428571428571,0.0,4.761904761904762,9.523809523809524,0.0,0.0,0.5675675675675675,0.02702702702702703,0.0,0.05405405405405406,0.0,0.0,0.4864864864864865,0.0,[]
,NO,Wed Sep 04 09:03:03 EDT 2019,AnAbstractServerPassModel.java, 1567602183573
26,YES,Wed Sep 04 09:03:42 EDT 2019,AnAbstractServerPassModel.java,1567602222348,27498,0,(I)21,1.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,[]
27,YES,Wed Sep 04 09:04:10 EDT 2019,AnAbstractServerPassModel.java,1567602250422,23502,0,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[]
28,NO,Wed Sep 04 09:04:34 EDT 2019,APassClientModel.java,1567602274469,65372,0,(I)9(R)1(I R)1(I)1(R)2(I)3(F)2(I)1(N)1(I)2,0.7391304347826086,0.0,4.3478260869565215,8.695652173913043,0.0,0.0,0.35384615384615387,0.015384615384615385,0.0,0.03076923076923077,0.0,0.06153846153846154,0.26153846153846155,0.0,[]
29,NO,Wed Sep 04 09:05:40 EDT 2019,ClientPassMain.java,1567602340852,29924,0,(R)1(I R)1(I)2(F)2(I)1(N)1(I)7(F)2(I)2,0.6842105263157895,0.0,5.263157894736842,21.052631578947366,0.0,0.0,0.6551724137931034,0.034482758620689655,0.0,0.13793103448275862,0.0,0.06896551724137931,0.4482758620689655,0.0,[]
30,YES,Wed Sep 04 09:06:15 EDT 2019,ClientPassMain.java,1567602375435,65879,0,(I)6(N)1(I)3(N)1(I)1(N)1(I)9,0.8636363636363636,0.0,13.636363636363635,0.0,0.0,0.0,0.3384615384615385,0.046153846153846156,0.0,0.0,0.0,0.0,0.2923076923076923,0.0,[]
,NO,Wed Sep 04 09:06:15 EDT 2019,ClientPassMain.java, 1567602375435
31,YES,Wed Sep 04 09:07:21 EDT 2019,APassServer.java,1567602441316,47924,0,(I)2(R)2(I)12(N)1(I)1(N)1(I)2,0.8095238095238095,0.0,9.523809523809524,0.0,0.0,0.0,0.44680851063829785,0.0425531914893617,0.0,0.0,0.0,0.0425531914893617,0.3617021276595745,0.0,[]
32,YES,Wed Sep 04 09:08:14 EDT 2019,APassServer.java,1567602494400,25692,0,(I)1(N)1(I)10(R)2(I)4(R)2(I)1,0.7619047619047619,0.0,4.761904761904762,0.0,0.0,0.0,0.84,0.04,0.0,0.0,0.0,0.16,0.64,0.0,[]
33,YES,Wed Sep 04 09:08:40 EDT 2019,APassClientModel.java,1567602520094,33208,0,(I)13(N)1(I)7,0.9523809523809523,0.0,4.761904761904762,0.0,0.0,0.0,0.6363636363636364,0.030303030303030304,0.0,0.0,0.0,0.0,0.6060606060606061,0.0,[]
34,YES,Wed Sep 04 09:09:13 EDT 2019,PassServerModel.java,1567602553306,30516,0,(I)2(R)2(I)5(R)2(I)3(N)1(I)2(R)1(I R)1,0.6842105263157895,0.0,5.263157894736842,0.0,0.0,0.0,0.6333333333333333,0.03333333333333333,0.0,0.0,0.0,0.2,0.43333333333333335,0.0,[]
